category_id,sku,sku_type,associated,coursename,meta_title,meta_description,image,small_image,thumbnail,country_of_manufacture,course_id,copyright_year,content_length,course_parts,num_lecture,course_type_code,primary_subject,package_subject,professor_information,guidebook,url_key,price,special_price,status,clearance_flag,media_format,free_streaming,coursedescription,short_description,meta_keyword,product_name,media_gallery,categories,related,upsell,crosssell,digital_transcript_sku,digital_transcript_price,physical_transcript_sku,physical_transcript_price,transcript_price
,PC1109,1,"PC1100,PC1573",Biological Anthropology: An Ev,Biological Anthropology: An Ev,"<p>If you have ever wanted to know more about the physical world around you&#151;electricity, physics, geology, chemestry, genetics, even the weather&#151;the 60 lectures of <b>The Joy of Science</b> will help you form an enjoyable working acquaintance with everything from DNA to plate tectonics, acid rain, and volcanoes. Add to your overall scientific insight the 24-lecture course, <b>Biological Anthropology: An Evolutionary Perspective</b>, for a more focused look at the working theory of evolution and its relevance today.</p>",,,,United States,1109,0,2520,7,84,10,913,913,,,,0,0,Enabled,No,CD,No,"<p>If you have ever wanted to know more about the physical world around you&#151;electricity, physics, geology, chemestry, genetics, even the weather&#151;the 60 lectures of <b>The Joy of Science</b> will help you form an enjoyable working acquaintance with everything from DNA to plate tectonics, acid rain, and volcanoes. Add to your overall scientific insight the 24-lecture course, <b>Biological Anthropology: An Evolutionary Perspective</b>, for a more focused look at the working theory of evolution and its relevance today.</p>",,,Biological Anthropology: An Ev,,"Courses,Lectures",,,,,0,,0,0
,1109,1,PC1109,Biological Anthropology: An Ev,Biological Anthropology: An Ev,"<p>If you have ever wanted to know more about the physical world around you&#151;electricity, physics, geology, chemestry, genetics, even the weather&#151;the 60 lectures of <b>The Joy of Science</b> will help you form an enjoyable working acquaintance with everything from DNA to plate tectonics, acid rain, and volcanoes. Add to your overall scientific insight the 24-lecture course, <b>Biological Anthropology: An Evolutionary Perspective</b>, for a more focused look at the working theory of evolution and its relevance today.</p>",,,,United States,1109,0,2520,7,84,10,913,913,,,,0,0,Enabled,No,,No,"<p>If you have ever wanted to know more about the physical world around you&#151;electricity, physics, geology, chemestry, genetics, even the weather&#151;the 60 lectures of <b>The Joy of Science</b> will help you form an enjoyable working acquaintance with everything from DNA to plate tectonics, acid rain, and volcanoes. Add to your overall scientific insight the 24-lecture course, <b>Biological Anthropology: An Evolutionary Perspective</b>, for a more focused look at the working theory of evolution and its relevance today.</p>",,,Biological Anthropology: An Ev,,"Courses,Lectures",,,,,0,,0,0
,DV1111,1,"DV1110,DV1153",Set: Understanding Inventions & World's Greatest Structures,Set: Understanding Inventions & World's Greatest Structures,,,,,United States,1111,0,0,5,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: Understanding Inventions & World's Greatest Structures,,"Courses,Lectures",,,,,0,,0,0
,PD1111,1,"PD1110,PD1153",Set: Understanding Inventions & World's Greatest Structures,Set: Understanding Inventions & World's Greatest Structures,,,,,United States,1111,0,0,5,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Understanding Inventions & World's Greatest Structures,,"Courses,Lectures",,,,,0,,0,0
,1111,1,"DV1111,PD1111",Set: Understanding Inventions & World's Greatest Structures,Set: Understanding Inventions & World's Greatest Structures,,,,,United States,1111,0,0,5,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Understanding Inventions & World's Greatest Structures,,"Courses,Lectures",,,,,0,,0,0
,DV1112,1,"DV1110,DV8032",Set: Understanding Inventions & Turning Points in Modern His,Set: Understanding Inventions & Turning Points in Modern His,,,,,United States,1112,0,0,5,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: Understanding Inventions & Turning Points in Modern His,,"Courses,Lectures",,,,,0,,0,0
,PD1112,1,"PD1110,PD8032",Set: Understanding Inventions & Turning Points in Modern His,Set: Understanding Inventions & Turning Points in Modern His,,,,,United States,1112,0,0,5,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Understanding Inventions & Turning Points in Modern His,,"Courses,Lectures",,,,,0,,0,0
,1112,1,"DV1112,PD1112",Set: Understanding Inventions & Turning Points in Modern His,Set: Understanding Inventions & Turning Points in Modern His,,,,,United States,1112,0,0,5,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Understanding Inventions & Turning Points in Modern His,,"Courses,Lectures",,,,,0,,0,0
,PD1113,1,"PD1110,PD1220",Set: Understanding Inventions & Science in the 20th Century,Set: Understanding Inventions & Science in the 20th Century,,,,,United States,1113,0,0,6,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Understanding Inventions & Science in the 20th Century,,"Courses,Lectures",,,,,0,,0,0
,1113,1,PD1113,Set: Understanding Inventions & Science in the 20th Century,Set: Understanding Inventions & Science in the 20th Century,,,,,United States,1113,0,0,6,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Understanding Inventions & Science in the 20th Century,,"Courses,Lectures",,,,,0,,0,0
,DV1114,1,"DV1110,DV1884",Set: Inventions that Changed the World & Experiencing Hubble,Set: Inventions that Changed the World & Experiencing Hubble,,,,,United States,1114,0,0,4,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: Inventions that Changed the World & Experiencing Hubble,,"Courses,Lectures",,,,,0,,0,0
,PD1114,1,"PD1110,PD1884",Set: Inventions that Changed the World & Experiencing Hubble,Set: Inventions that Changed the World & Experiencing Hubble,,,,,United States,1114,0,0,4,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Inventions that Changed the World & Experiencing Hubble,,"Courses,Lectures",,,,,0,,0,0
,1114,1,"DV1114,PD1114",Set: Inventions that Changed the World & Experiencing Hubble,Set: Inventions that Changed the World & Experiencing Hubble,,,,,United States,1114,0,0,4,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Inventions that Changed the World & Experiencing Hubble,,"Courses,Lectures",,,,,0,,0,0
,DV1115,1,"DV1110,DV1391",Set: Inventions that Changed the World & Science for Tomorro,Set: Inventions that Changed the World & Science for Tomorro,,,,,United States,1115,0,0,5,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: Inventions that Changed the World & Science for Tomorro,,"Courses,Lectures",,,,,0,,0,0
,PD1115,1,"PD1110,PD1391",Set: Inventions that Changed the World & Science for Tomorro,Set: Inventions that Changed the World & Science for Tomorro,,,,,United States,1115,0,0,5,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Inventions that Changed the World & Science for Tomorro,,"Courses,Lectures",,,,,0,,0,0
,1115,1,"DV1115,PD1115",Set: Inventions that Changed the World & Science for Tomorro,Set: Inventions that Changed the World & Science for Tomorro,,,,,United States,1115,0,0,5,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Inventions that Changed the World & Science for Tomorro,,"Courses,Lectures",,,,,0,,0,0
,PC1121,1,"PC1120,PC1220",Great Scientific Ideas That Ch,Great Scientific Ideas That Ch,"In <strong>Great Scientific Ideas That Changed the World</strong>, explore ideas that—when society has been willing to pursue them—have helped form the foundation of modern life. You'll discover there is no sharp distinction between ideas that are classified as scientific and those that are classified as philosophical or mathematical, or even between scientific ideas and political, religious, or aesthetic ideas. In each lecture, you also will examine the content of a single idea that is fundamental for science, how that idea arose, and what its impact has been throughout the centuries. </p><p>Then, your focus turns directly to the past 100 years in <strong>Science in the 20th Century: A Social-Intellectual Survey</strong>. By the end of the 20th century, nearly every 19th-century theory of natural and social phenomena would be overthrown or superseded. Scientists in 1900 had no inkling of the other mind-boggling developments that lay in wait: plate tectonics, genetic engineering,",,,,United States,1121,0,2160,6,72,0,910,910,,,,0,0,Enabled,No,CD,No,"In <strong>Great Scientific Ideas That Changed the World</strong>, explore ideas that—when society has been willing to pursue them—have helped form the foundation of modern life. You'll discover there is no sharp distinction between ideas that are classified as scientific and those that are classified as philosophical or mathematical, or even between scientific ideas and political, religious, or aesthetic ideas. In each lecture, you also will examine the content of a single idea that is fundamental for science, how that idea arose, and what its impact has been throughout the centuries. </p><p>Then, your focus turns directly to the past 100 years in <strong>Science in the 20th Century: A Social-Intellectual Survey</strong>. By the end of the 20th century, nearly every 19th-century theory of natural and social phenomena would be overthrown or superseded. Scientists in 1900 had no inkling of the other mind-boggling developments that lay in wait: plate tectonics, genetic engineering,",,,Great Scientific Ideas That Ch,,"Courses,Lectures",,,,,0,,0,0
,PD1121,1,"PD1120,PD1220",Great Scientific Ideas That Ch,Great Scientific Ideas That Ch,"In <strong>Great Scientific Ideas That Changed the World</strong>, explore ideas that—when society has been willing to pursue them—have helped form the foundation of modern life. You'll discover there is no sharp distinction between ideas that are classified as scientific and those that are classified as philosophical or mathematical, or even between scientific ideas and political, religious, or aesthetic ideas. In each lecture, you also will examine the content of a single idea that is fundamental for science, how that idea arose, and what its impact has been throughout the centuries. </p><p>Then, your focus turns directly to the past 100 years in <strong>Science in the 20th Century: A Social-Intellectual Survey</strong>. By the end of the 20th century, nearly every 19th-century theory of natural and social phenomena would be overthrown or superseded. Scientists in 1900 had no inkling of the other mind-boggling developments that lay in wait: plate tectonics, genetic engineering,",,,,United States,1121,0,2160,6,72,0,910,910,,,,0,0,Enabled,No,DVD,No,"In <strong>Great Scientific Ideas That Changed the World</strong>, explore ideas that—when society has been willing to pursue them—have helped form the foundation of modern life. You'll discover there is no sharp distinction between ideas that are classified as scientific and those that are classified as philosophical or mathematical, or even between scientific ideas and political, religious, or aesthetic ideas. In each lecture, you also will examine the content of a single idea that is fundamental for science, how that idea arose, and what its impact has been throughout the centuries. </p><p>Then, your focus turns directly to the past 100 years in <strong>Science in the 20th Century: A Social-Intellectual Survey</strong>. By the end of the 20th century, nearly every 19th-century theory of natural and social phenomena would be overthrown or superseded. Scientists in 1900 had no inkling of the other mind-boggling developments that lay in wait: plate tectonics, genetic engineering,",,,Great Scientific Ideas That Ch,,"Courses,Lectures",,,,,0,,0,0
,1121,1,"PC1121,PD1121",Great Scientific Ideas That Ch,Great Scientific Ideas That Ch,"In <strong>Great Scientific Ideas That Changed the World</strong>, explore ideas that—when society has been willing to pursue them—have helped form the foundation of modern life. You'll discover there is no sharp distinction between ideas that are classified as scientific and those that are classified as philosophical or mathematical, or even between scientific ideas and political, religious, or aesthetic ideas. In each lecture, you also will examine the content of a single idea that is fundamental for science, how that idea arose, and what its impact has been throughout the centuries. </p><p>Then, your focus turns directly to the past 100 years in <strong>Science in the 20th Century: A Social-Intellectual Survey</strong>. By the end of the 20th century, nearly every 19th-century theory of natural and social phenomena would be overthrown or superseded. Scientists in 1900 had no inkling of the other mind-boggling developments that lay in wait: plate tectonics, genetic engineering,",,,,United States,1121,0,2160,6,72,0,910,910,,,,0,0,Enabled,No,,No,"In <strong>Great Scientific Ideas That Changed the World</strong>, explore ideas that—when society has been willing to pursue them—have helped form the foundation of modern life. You'll discover there is no sharp distinction between ideas that are classified as scientific and those that are classified as philosophical or mathematical, or even between scientific ideas and political, religious, or aesthetic ideas. In each lecture, you also will examine the content of a single idea that is fundamental for science, how that idea arose, and what its impact has been throughout the centuries. </p><p>Then, your focus turns directly to the past 100 years in <strong>Science in the 20th Century: A Social-Intellectual Survey</strong>. By the end of the 20th century, nearly every 19th-century theory of natural and social phenomena would be overthrown or superseded. Scientists in 1900 had no inkling of the other mind-boggling developments that lay in wait: plate tectonics, genetic engineering,",,,Great Scientific Ideas That Ch,,"Courses,Lectures",,,,,0,,0,0
,PC1122,1,"PC1100,PC1120",Set: Joy of Science & Great Scientific Ideas That Changed th,Set: Joy of Science & Great Scientific Ideas That Changed th,,,,,United States,1122,0,0,8,0,0,0,0,,,,0,0,Enabled,No,CD,No,,,,Set: Joy of Science & Great Scientific Ideas That Changed th,,"Courses,Lectures",,,,,0,,0,0
,PD1122,1,"PD1100,PD1120",Set: Joy of Science & Great Scientific Ideas That Changed th,Set: Joy of Science & Great Scientific Ideas That Changed th,,,,,United States,1122,0,0,8,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Joy of Science & Great Scientific Ideas That Changed th,,"Courses,Lectures",,,,,0,,0,0
,1122,1,"PC1122,PD1122",Set: Joy of Science & Great Scientific Ideas That Changed th,Set: Joy of Science & Great Scientific Ideas That Changed th,,,,,United States,1122,0,0,8,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Joy of Science & Great Scientific Ideas That Changed th,,"Courses,Lectures",,,,,0,,0,0
,DV1127,1,"DV1110,DV1126",Set: 12 Essential Scientific Concepts & Inventions That Chan,Set: 12 Essential Scientific Concepts & Inventions That Chan,,,,,United States,1127,0,0,5,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: 12 Essential Scientific Concepts & Inventions That Chan,,"Courses,Lectures",,,,,0,,0,0
,PD1127,1,"PD1110,PD1126",Set: 12 Essential Scientific Concepts & Inventions That Chan,Set: 12 Essential Scientific Concepts & Inventions That Chan,,,,,United States,1127,0,0,5,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: 12 Essential Scientific Concepts & Inventions That Chan,,"Courses,Lectures",,,,,0,,0,0
,1127,1,"DV1127,PD1127",Set: 12 Essential Scientific Concepts & Inventions That Chan,Set: 12 Essential Scientific Concepts & Inventions That Chan,,,,,United States,1127,0,0,5,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: 12 Essential Scientific Concepts & Inventions That Chan,,"Courses,Lectures",,,,,0,,0,0
,DA1128,1,"DA1100,DA1126",Set: 12 Essential Scientific Concepts & Joy of Science,Set: 12 Essential Scientific Concepts & Joy of Science,,,,,United States,1128,0,0,7,0,0,0,0,,,,0,0,Enabled,No,Audio Download,No,,,,Set: 12 Essential Scientific Concepts & Joy of Science,,"Courses,Lectures",,,,,0,,0,0
,DV1128,1,"DV1100,DV1126",Set: 12 Essential Scientific Concepts & Joy of Science,Set: 12 Essential Scientific Concepts & Joy of Science,,,,,United States,1128,0,0,7,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: 12 Essential Scientific Concepts & Joy of Science,,"Courses,Lectures",,,,,0,,0,0
,PC1128,1,"PC1100,PC1126",Set: 12 Essential Scientific Concepts & Joy of Science,Set: 12 Essential Scientific Concepts & Joy of Science,,,,,United States,1128,0,0,7,0,0,0,0,,,,0,0,Enabled,No,CD,No,,,,Set: 12 Essential Scientific Concepts & Joy of Science,,"Courses,Lectures",,,,,0,,0,0
,PD1128,1,"PD1100,PD1126",Set: 12 Essential Scientific Concepts & Joy of Science,Set: 12 Essential Scientific Concepts & Joy of Science,,,,,United States,1128,0,0,7,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: 12 Essential Scientific Concepts & Joy of Science,,"Courses,Lectures",,,,,0,,0,0
,1128,1,"DA1128,DV1128,PC1128,PD1128",Set: 12 Essential Scientific Concepts & Joy of Science,Set: 12 Essential Scientific Concepts & Joy of Science,,,,,United States,1128,0,0,7,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: 12 Essential Scientific Concepts & Joy of Science,,"Courses,Lectures",,,,,0,,0,0
,DV1129,1,"DV1126,DV1324",Set: 12 Essential Scientific Concepts & Nanotechnology,Set: 12 Essential Scientific Concepts & Nanotechnology,,,,,United States,1129,0,0,4,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: 12 Essential Scientific Concepts & Nanotechnology,,"Courses,Lectures",,,,,0,,0,0
,PD1129,1,"PD1126,PD1324",Set: 12 Essential Scientific Concepts & Nanotechnology,Set: 12 Essential Scientific Concepts & Nanotechnology,,,,,United States,1129,0,0,4,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: 12 Essential Scientific Concepts & Nanotechnology,,"Courses,Lectures",,,,,0,,0,0
,1129,1,"DV1129,PD1129",Set: 12 Essential Scientific Concepts & Nanotechnology,Set: 12 Essential Scientific Concepts & Nanotechnology,,,,,United States,1129,0,0,4,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: 12 Essential Scientific Concepts & Nanotechnology,,"Courses,Lectures",,,,,0,,0,0
,DV1133,1,"DV1132,DV1153",Set: Greek and Roman Technology & World's Greatest Structure,Set: Greek and Roman Technology & World's Greatest Structure,,,,,United States,1133,0,0,4,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: Greek and Roman Technology & World's Greatest Structure,,"Courses,Lectures",,,,,0,,0,0
,PD1133,1,"PD1132,PD1153",Set: Greek and Roman Technology & World's Greatest Structure,Set: Greek and Roman Technology & World's Greatest Structure,,,,,United States,1133,0,0,4,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Greek and Roman Technology & World's Greatest Structure,,"Courses,Lectures",,,,,0,,0,0
,1133,1,"DV1133,PD1133",Set: Greek and Roman Technology & World's Greatest Structure,Set: Greek and Roman Technology & World's Greatest Structure,,,,,United States,1133,0,0,4,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Greek and Roman Technology & World's Greatest Structure,,"Courses,Lectures",,,,,0,,0,0
,DV1134,1,"DV1132,DV3231",Set: Understanding Greek and Roman Technology & Great Tours,Set: Understanding Greek and Roman Technology & Great Tours,,,,,United States,1134,0,0,4,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: Understanding Greek and Roman Technology & Great Tours,,"Courses,Lectures",,,,,0,,0,0
,PD1134,1,"PD1132,PD3231",Set: Understanding Greek and Roman Technology & Great Tours,Set: Understanding Greek and Roman Technology & Great Tours,,,,,United States,1134,0,0,4,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Understanding Greek and Roman Technology & Great Tours,,"Courses,Lectures",,,,,0,,0,0
,1134,1,"DV1134,PD1134",Set: Understanding Greek and Roman Technology & Great Tours,Set: Understanding Greek and Roman Technology & Great Tours,,,,,United States,1134,0,0,4,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Understanding Greek and Roman Technology & Great Tours,,"Courses,Lectures",,,,,0,,0,0
,DV1135,1,"DV1132,DV7868",Set: Understanding Greek and Roman Technology & Cathedral,Set: Understanding Greek and Roman Technology & Cathedral,,,,,United States,1135,0,0,4,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: Understanding Greek and Roman Technology & Cathedral,,"Courses,Lectures",,,,,0,,0,0
,PD1135,1,"PD1132,PD7868",Set: Understanding Greek and Roman Technology & Cathedral,Set: Understanding Greek and Roman Technology & Cathedral,,,,,United States,1135,0,0,4,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Understanding Greek and Roman Technology & Cathedral,,"Courses,Lectures",,,,,0,,0,0
,1135,1,"DV1135,PD1135",Set: Understanding Greek and Roman Technology & Cathedral,Set: Understanding Greek and Roman Technology & Cathedral,,,,,United States,1135,0,0,4,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Understanding Greek and Roman Technology & Cathedral,,"Courses,Lectures",,,,,0,,0,0
,DV1136,1,"DV1110,DV1132",Set: Greek and Roman Tech & Inventions that Changed the Worl,Set: Greek and Roman Tech & Inventions that Changed the Worl,,,,,United States,1136,0,0,5,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: Greek and Roman Tech & Inventions that Changed the Worl,,"Courses,Lectures",,,,,0,,0,0
,PD1136,1,"PD1110,PD1132",Set: Greek and Roman Tech & Inventions that Changed the Worl,Set: Greek and Roman Tech & Inventions that Changed the Worl,,,,,United States,1136,0,0,5,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Greek and Roman Tech & Inventions that Changed the Worl,,"Courses,Lectures",,,,,0,,0,0
,1136,1,"DV1136,PD1136",Set: Greek and Roman Tech & Inventions that Changed the Worl,Set: Greek and Roman Tech & Inventions that Changed the Worl,,,,,United States,1136,0,0,5,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Greek and Roman Tech & Inventions that Changed the Worl,,"Courses,Lectures",,,,,0,,0,0
,PD1137,1,"PD1132,PD3460",Set: Greek and Roman Technology & Rome and the Barbarians,Set: Greek and Roman Technology & Rome and the Barbarians,,,,,United States,1137,0,0,5,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Greek and Roman Technology & Rome and the Barbarians,,"Courses,Lectures",,,,,0,,0,0
,1137,1,PD1137,Set: Greek and Roman Technology & Rome and the Barbarians,Set: Greek and Roman Technology & Rome and the Barbarians,,,,,United States,1137,0,0,5,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Greek and Roman Technology & Rome and the Barbarians,,"Courses,Lectures",,,,,0,,0,0
,DV1154,1,"DV1153,DV7868",Set: Understanding the World’s Greatest Structures & The Cat,Set: Understanding the World’s Greatest Structures & The Cat,,,,,United States,1154,0,0,4,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: Understanding the World’s Greatest Structures & The Cat,,"Courses,Lectures",,,,,0,,0,0
,PD1154,1,"PD1153,PD7868",Set: Understanding the World’s Greatest Structures & The Cat,Set: Understanding the World’s Greatest Structures & The Cat,,,,,United States,1154,0,0,4,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Understanding the World’s Greatest Structures & The Cat,,"Courses,Lectures",,,,,0,,0,0
,1154,1,"DV1154,PD1154",Set: Understanding the World’s Greatest Structures & The Cat,Set: Understanding the World’s Greatest Structures & The Cat,,,,,United States,1154,0,0,4,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Understanding the World’s Greatest Structures & The Cat,,"Courses,Lectures",,,,,0,,0,0
,PD1155,1,"PD1153,PD3340",Set: Understanding the World’s Greatest Structures & Classic,Set: Understanding the World’s Greatest Structures & Classic,,,,,United States,1155,0,0,5,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Understanding the World’s Greatest Structures & Classic,,"Courses,Lectures",,,,,0,,0,0
,1155,1,PD1155,Set: Understanding the World’s Greatest Structures & Classic,Set: Understanding the World’s Greatest Structures & Classic,,,,,United States,1155,0,0,5,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Understanding the World’s Greatest Structures & Classic,,"Courses,Lectures",,,,,0,,0,0
,PD1156,1,"PD1153,PD7140",Set: Understanding the World’s Greatest Structures & Great A,Set: Understanding the World’s Greatest Structures & Great A,,,,,United States,1156,0,0,5,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Understanding the World’s Greatest Structures & Great A,,"Courses,Lectures",,,,,0,,0,0
,1156,1,PD1156,Set: Understanding the World’s Greatest Structures & Great A,Set: Understanding the World’s Greatest Structures & Great A,,,,,United States,1156,0,0,5,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Understanding the World’s Greatest Structures & Great A,,"Courses,Lectures",,,,,0,,0,0
,PD1157,1,"PD1153,PD153",Set: Understanding the World's Greatest Structures & Einstei,Set: Understanding the World's Greatest Structures & Einstei,,,,,United States,1157,0,0,4,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Understanding the World's Greatest Structures & Einstei,,"Courses,Lectures",,,,,0,,0,0
,1157,1,PD1157,Set: Understanding the World's Greatest Structures & Einstei,Set: Understanding the World's Greatest Structures & Einstei,,,,,United States,1157,0,0,4,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Understanding the World's Greatest Structures & Einstei,,"Courses,Lectures",,,,,0,,0,0
,DV1158,1,"DV1153,DV3231",Set: World's Greatest Structures & Great Tours: Greece and T,Set: World's Greatest Structures & Great Tours: Greece and T,,,,,United States,1158,0,0,4,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: World's Greatest Structures & Great Tours: Greece and T,,"Courses,Lectures",,,,,0,,0,0
,PD1158,1,"PD1153,PD3231",Set: World's Greatest Structures & Great Tours: Greece and T,Set: World's Greatest Structures & Great Tours: Greece and T,,,,,United States,1158,0,0,4,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: World's Greatest Structures & Great Tours: Greece and T,,"Courses,Lectures",,,,,0,,0,0
,1158,1,"DV1158,PD1158",Set: World's Greatest Structures & Great Tours: Greece and T,Set: World's Greatest Structures & Great Tours: Greece and T,,,,,United States,1158,0,0,4,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: World's Greatest Structures & Great Tours: Greece and T,,"Courses,Lectures",,,,,0,,0,0
,DV1191,1,"DV1190,DV160",Set: How Forensic Science Works  & Understanding Human Body,Set: How Forensic Science Works  & Understanding Human Body,,,,,United States,1191,0,0,7,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: How Forensic Science Works  & Understanding Human Body,,"Courses,Lectures",,,,,0,,0,0
,PD1191,1,"PD1190,PD160",Set: How Forensic Science Works  & Understanding Human Body,Set: How Forensic Science Works  & Understanding Human Body,,,,,United States,1191,0,0,7,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: How Forensic Science Works  & Understanding Human Body,,"Courses,Lectures",,,,,0,,0,0
,1191,1,"DV1191,PD1191",Set: How Forensic Science Works  & Understanding Human Body,Set: How Forensic Science Works  & Understanding Human Body,,,,,United States,1191,0,0,7,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: How Forensic Science Works  & Understanding Human Body,,"Courses,Lectures",,,,,0,,0,0
,DV1192,1,"DV1012,DV1190","Set: How Forensic Science Works  & Chemistry, 2nd Edition","Set: How Forensic Science Works  & Chemistry, 2nd Edition",,,,,United States,1192,0,0,7,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,"Set: How Forensic Science Works  & Chemistry, 2nd Edition",,"Courses,Lectures",,,,,0,,0,0
,PD1192,1,"PD1012,PD1190","Set: How Forensic Science Works  & Chemistry, 2nd Edition","Set: How Forensic Science Works  & Chemistry, 2nd Edition",,,,,United States,1192,0,0,7,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,"Set: How Forensic Science Works  & Chemistry, 2nd Edition",,"Courses,Lectures",,,,,0,,0,0
,1192,1,"DV1192,PD1192","Set: How Forensic Science Works  & Chemistry, 2nd Edition","Set: How Forensic Science Works  & Chemistry, 2nd Edition",,,,,United States,1192,0,0,7,0,0,0,0,,,,0,0,Enabled,No,,No,,,,"Set: How Forensic Science Works  & Chemistry, 2nd Edition",,"Courses,Lectures",,,,,0,,0,0
,DV1193,1,"DV1190,DV1500",Set: How Forensic Science Works & Biology,Set: How Forensic Science Works & Biology,,,,,United States,1193,0,0,9,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: How Forensic Science Works & Biology,,"Courses,Lectures",,,,,0,,0,0
,PD1193,1,"PD1190,PD1500",Set: How Forensic Science Works & Biology,Set: How Forensic Science Works & Biology,,,,,United States,1193,0,0,9,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: How Forensic Science Works & Biology,,"Courses,Lectures",,,,,0,,0,0
,1193,1,"DV1193,PD1193",Set: How Forensic Science Works & Biology,Set: How Forensic Science Works & Biology,,,,,United States,1193,0,0,9,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: How Forensic Science Works & Biology,,"Courses,Lectures",,,,,0,,0,0
,DV1194,1,"DV1190,DV9344",Set: Forensic Science & Your Deceptive Mind,Set: Forensic Science & Your Deceptive Mind,,,,,United States,1194,0,0,5,0,0,0,0,,,,0,0,Enabled,No,Video Download,No,,,,Set: Forensic Science & Your Deceptive Mind,,"Courses,Lectures",,,,,0,,0,0
,PD1194,1,"PD1190,PD9344",Set: Forensic Science & Your Deceptive Mind,Set: Forensic Science & Your Deceptive Mind,,,,,United States,1194,0,0,5,0,0,0,0,,,,0,0,Enabled,No,DVD,No,,,,Set: Forensic Science & Your Deceptive Mind,,"Courses,Lectures",,,,,0,,0,0
,1194,1,"DV1194,PD1194",Set: Forensic Science & Your Deceptive Mind,Set: Forensic Science & Your Deceptive Mind,,,,,United States,1194,0,0,5,0,0,0,0,,,,0,0,Enabled,No,,No,,,,Set: Forensic Science & Your Deceptive Mind,,"Courses,Lectures",,,,,0,,0,0